date,registration,fatalities,summary,all_aboard,cat,location,Country,Cleaned Country
1940-11-04,nc16086,10,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration.",10,A1,"near Centerville, UT",UT,UT
1940-11-08,ppspf,18,"Midair collision with a private plane.  After the collision, both aircraft crashed into the Botafogo Bay. Seventeen killed on the Junkers, 1 on the private plane.",18,A1,"Botafogo, Rio de...",Rio de...,Rio de...
1940-11-08,davmf,29,Crashed while en route in poor weather condtions . Icing.,29,A1,Brauna/SchÃ¶ntei...,Brauna/SchÃ¶ntei...,Brauna/SchÃ¶ntei...
1940-12-04,nc25678,10,The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.,16,A1,near Chicago Municipa...,near Chicago Municipa...,near Chicago Municipa...
1941-01-15,ibayr,10,"Crashed near the Equator after the crew had lost an engine. Three hours after taking off, an SOS was transmitted. No trace of the plane was ever found.",10,A1,near Fernando de Noro...,near Fernando de Noro...,near Fernando de Noro...
1941-01-17,hajua,12,"An engine stalled during the initial climb and the plane crashed and burned,",16,A1,near NagyvÃ¡rad (Oradea),near NagyvÃ¡rad (Oradea),near NagyvÃ¡rad (Oradea)
1941-01-20,23,5,Crashed into a mountain during a thunderstorm and reduced visibility.,6,A1,within Jiangxi Province,within Jiangxi Province,within Jiangxi Province
1941-01-23,nc17315,2,"Shortly after passing over the west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport.  Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude.",13,A1,near Saint Louis Airp...,near Saint Louis Airp...,near Saint Louis Airp...
1941-02-06,cftcp,12,The plane crashed after the right wing struck a tree as the pilot was attempting to land in adverse weather. Struck several other trees and landed inverted in a swamp.,12,A1,near Armstrong Airpor...,near Armstrong Airpor...,near Armstrong Airpor...
1941-03-01,daqub,3,The seaplane crashed while attemping to land and sunk.,12,A1,Hommelvik Bay,Hommelvik Bay,Hommelvik Bay
1941-03-28,zsast,10,Crashed into a mountain near Elands Bay in inclement weather.,10,A1,"Elands Bay, West...",West...,West...
1941-07-30,ipace,5,After an engine failed the crew decided to return but encountered turbulence and crashed.,25,A1,Roma-Lido di Ost...,Roma-Lido di Ost...,Roma-Lido di Ost...
1941-08-18,pppbd,8,After a goaround the plane diverted from its prescribed course and crashed into a mountain.,14,A1,"near SÃ£o Paulo, SP",SP,SP
1941-09-01,faqnl,15,The aircraft crashed into lake Bolomon after engine failure during takeoff in windy conditions.,17,A1,near Marseille-Marign...,near Marseille-Marign...,near Marseille-Marign...
1941-10-03,nc15376,2,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water.  Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft.",15,A1,San Juan harbor,San Juan harbor,San Juan harbor
1941-10-30,nc21712,14,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate.",15,A1,"Moorhead, MN",MN,MN
1941-10-30,nc25663,20,"The aircraft, on a flight from New York to Chicago, circled a wooded area 3 or 4 times looking for a landing spot before stalling and diving into a plowed field. Cause unknown.",20,A1,"near St. Thomas, ON",ON,ON
1941-12-26,cccpl3043,26,"The crew decided to takeoff in below-minima weather conditions with low clouds, fog, turbulences and severe icing. While attempting to return to the airport the aircraft lost altitude and crashed into a field.",34,A1,near Dmitriyevka,near Dmitriyevka,near Dmitriyevka
1941-12-29,gadux,4,While taking off the plane hit debris in the water and broke up.,4,A1,near Sabang,near Sabang,near Sabang
1942-01-16,nc1946,22,"The aircraft crashed into Mt. Potosi (Double Up Peak, Table Spring Mountain, Olcott Mountain), 32 miles SW of Las Vegas, NV, 15 minutes after taking off from the Western Airlines terminal building at Las Vegas. The aircraft clipped a rocky ledge, cartwheeled into the face of a cliff and exploded, scattering wreckage at the bottom of a ravine. Actress Carole Lombard, 33, her mother, and press agent  were killed in the crash. Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane. The actress was returning from a war-bond promotion.  The flight was 6.7 miles off course for unknown reasons.  Failure of the captain to follow a proper course and make use of navigation facilities available to him. A contributing factor was the blackout of beacons in the area made necessary because of the war emergency.",22,A1,"near Las Vegas, NV",NV,NV
1942-01-30,gaeuh,13,Shot down by Japanese military aircraft. Owned by British Overseas Airways.,18,C1,near Timor,near Timor,near Timor
1942-02-20,vhuse,9,Crashed shortly after takeoff from Archerfield Airfiield  into a hillside. Suffered structural failure while flying in adverse weather conditons of wind and low overcast.,9,A1,near Brisbane-Archerf...,near Brisbane-Archerf...,near Brisbane-Archerf...
1942-03-14,31,13,"Crashed 2 km from the Kunming Airdome shortly after takeoff.  Possible causes include engine failure,  overloading, sabotage and temporary blinding by a bright light.",17,A1,near Kunming Airport ...,near Kunming Airport ...,near Kunming Airport ...
1942-04-21,vhady,12,"The aircraft was on a government charter carrying US teletype operators from a course they'd completed in Brisbane. They departed Archerfield (Brisbane) at 0622 EST and refuelled at Charleville, Cloncurry, and Daily Waters, departing from Daily Waters at 1655 Central Standard time. From there a chain of events happened and they remained lost in scattered thunderstorms and drizzle and the blacked out North, being told by Darwin D/F that they were over a hundred miles north of where they really were, due to the inadequacies of the equipment at that time of day, the storms and long distance. In an attempt to force land before running out of fuel, they probably had an engine failure from fuel starvation in the lower engine as they oozed around in a slow turn where the captain would have been peering forward out of an open window, trying to locate a lighter (more grassy) spot in the bush to put down in rain. They probably would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top. The wreckage was found on 6/22/1943.We feel that they would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top as one wing was undamaged and removed from the site when it was found.Lockheed 14s were renown as nasty buggers at low speed on one engine.",12,A1,"near Pine Creek, NT",NT,NT
1942-05-01,nc18146,17,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined.",17,A1,near Salt Lake City M...,near Salt Lake City M...,near Salt Lake City M...
1942-05-19,imele,20,"Stalled, struck trees, crashed and burned immediately after takeoff.",20,A1,Roma-Urbe Airport,Roma-Urbe Airport,Roma-Urbe Airport
1942-07-01,4256093,21,"Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing, possible overloading.",21,A1,"Welon, WV",WV,WV
1942-08-13,farej,4,Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land and sank.,10,C1,near Algiers,near Algiers,near Algiers
1942-08-22,pjaip,13,"Shortly after taking off all radio contact was lost with the aircraft. Next day, the wreckage was found near the airport. The cause was never determined. Possible encounter with a severe thunderstorm.",13,A1,near Port of Spain-Pi...,near Port of Spain-Pi...,near Port of Spain-Pi...
1942-09-24,gafcz,19,"Possible catastrophic in-flight fire possibly related to the design of its fuel-intake system, 90 minutes after departure.",19,A1,"near M'bour, Senegal",Senegal,Senegal
1942-09-27,fariz,25,Crashed during takeoff after an in-flight failure of a wing.,25,A1,Ameur-el-AÃ¯n,Ameur-el-AÃ¯n,Ameur-el-AÃ¯n
1942-09-28,pppbg,15,"Struck a mountain, 5 miles from its destination in adverse weather.",15,A1,"Pedra Branca, SP",SP,SP
1942-10-01,38524,22,The aircraft made a wide descending turn with engines running roughly and crashed into a hill in poor visibility.,22,A1,near Coamo,near Coamo,near Coamo
1942-10-03,nc41880,11,"While attempting to takeoff, aircraft porpoised, attained a height of 35 ft. and then crashed into the water and broke up. Inadvertent actuation of the wing flaps to the full 35 degrees position during the take-off run, thereby rendering the aircraft excessively nose-heavy and uncontrollable.",37,A1,Botwood Seaplane...,Botwood Seaplane...,Botwood Seaplane...
1942-10-22,daygx,17,The aircraft struck the north slope of Mt. Fruka Gora. Improper weather information provided to the crew.,17,A1,near Bukovac,near Bukovac,near Bukovac
1942-10-23,nc16017,12,"Midair collision between an Army bomber and airliner over Chino Canyon near Palm Springs at 9,000 feet destroying the rudder of the DC-3.  All 12 aboard the DC-3 were killed. The Lockheed B-34 landed safely with minor damage. The reckless and irresponsible conduct of the bomber pilot, William Wilson, in deliberately maneuvering a bomber in dangerous proximity to an airliner in an unjustifiable attempt to attract the attention of the first officer, his friend aboard the airliner. Composer and song writer Ralph Rainger, 41, killed.",13,A1,"near Palm Springs, CA",CA,United States of America
